cls	gene	meta_long	meta_short	topidp_long	topidp_short
slim	MIA2	0.20841999351978302		0.10859999999999999	
slim	ZNF416	0.7952600121498108		0.11844999999999999	
slim	ARNT	0.801360011100769		0.2752666666666667	
slim	CERT1	0.6746424436569214		0.1290769230769231	
slim	SLC25A14	0.8342400789260864		-0.005057142857142839	
slim	NAPB	0.10573333501815796		0.12048717948717948	
slim	PTPN2	0.1639566719532013	0.8163000345230103	-0.22923333333333334	0.186
slim	RBPJ	0.7620599865913391	0.7532666325569153	0.17279999999999998	0.122
slim	NTRK2	0.9280500411987305		-0.010937499999999975	
slim	RIC8B	0.7970545291900635	0.5824110507965088	0.22542424242424242	0.20844444444444443
slim	CALM3	0.25551390647888184		0.09991666666666665	
slim	CCDC47	0.4567166864871979	0.25542378425598145	0.266125	0.06123809523809524
slim	ALDH5A1	0.006015385035425425		-0.045076923076923084	
slim	ACSL1	0.06590999662876129		0.1024	
slim	GABPB1	0.9637917876243591		0.21091666666666667	
slim	LSM7	0.7549999356269836	0.7551000118255615	0.18251428571428574	-0.397
slim	GOLGA4	0.9161807298660278	0.44509997963905334	0.24484615384615388	-0.1113333333333333
slim	ARHGEF2	0.8083764910697937	0.38673123717308044	0.19058823529411767	0.20749999999999996
slim	FNBP1	0.7795529365539551	0.17373335361480713	0.0856470588235294	-0.020833333333333332
slim	TRIM39	0.14359331130981445		0.10853333333333334	
slim	FAM221A	0.9013805389404297		0.18825000000000006	
slim	SSX2IP	0.9484888911247253		0.13125925925925927	
slim	PMPCB	0.09163999557495117	0.07559999078512192	0.009066666666666667	0.057
slim	ARNT2	0.9474999904632568		0.31136363636363634	
slim	STX16	0.3264666199684143		0.18652380952380956	
slim	MEF2C	0.6384217739105225	0.6065667271614075	0.09347826086956522	0.23223809523809522
slim	NIF3L1	0.5656629204750061		0.05570370370370371	
slim	ASL	0.057730771601200104		0.10826923076923076	
slim	MIGA1	0.9231515526771545		0.14506060606060606	
slim	RAB2A	0.03319999948143959		0.043625000000000004	
slim	DLG1	0.9617031812667847	0.9669333696365356	0.15296774193548388	0.13666666666666666
slim	PCCB	0.04265999794006348		-0.020099999999999993	
slim	KIAA0930	0.6036791801452637	0.4983333349227905	0.10645833333333332	0.13166666666666665
slim	AP2A1	0.9123316407203674		0.3563636363636363	
slim	HARS1	0.030530551448464394		0.009361111111111105	
slim	AKR1C2	0.058800000697374344		0.14446153846153847	
slim	SUV39H2-DT	0.9684889316558838		0.42399999999999993	
slim	SLC35F5	0.9483000040054321	0.9623399972915649	0.3704545454545455	0.031200000000000006
slim	VPS72	0.1995818167924881		-0.11545454545454546	
slim	NAV3	0.7574546337127686		0.23972727272727276	
slim	BAZ2A	0.99822998046875	0.9679999947547913	0.1893333333333333	0.16949999999999998
slim	STUM	0.17510001361370087		-0.000666666666666658	
slim	NAXE	0.14498095214366913		0.056523809523809504	
slim	CRAT	0.021304167807102203		-0.025708333333333337	
slim	CLYBL	0.02569705992937088		0.0333235294117647	
slim	AIFM3	0.1259889006614685		-0.0015555555555555446	
slim	SLA	0.9028350114822388		0.12407499999999998	
slim	SOX5	0.9813743829727173		0.22739999999999994	
slim	CTDSPL	0.6809181571006775		0.2178181818181818	
slim	C1GALT1	0.731249988079071		0.0895	
slim	ERMP1	0.028003225103020668		-0.03874193548387097	
slim	RCN2	0.11559445410966873		-0.10866666666666665	
slim	EIF2B4	0.9765740036964417	0.9589999318122864	0.2734814814814815	0.08216666666666667
slim	G3BP2	0.9511758089065552		0.21866666666666665	
slim	FAM153CP	0.8060724139213562		0.1072413793103448	
slim	SEC23B	0.029172221198678017		0.008111111111111118	
slim	TBC1D5	0.9855818152427673		0.11413636363636365	
slim	SPAST	0.7639394402503967		0.14206060606060605	
slim	LRBA	0.126460000872612		-0.23400000000000004	
slim	ELF1	1.0		0.1595	
slim	MKRN2	0.5560587644577026	0.3685833513736725	0.1934705882352941	0.14616666666666667
slim	RAB3GAP1	0.553771436214447		0.297	
slim	HNRNPH1	0.823566734790802	0.961899995803833	0.023523809523809523	-0.326
slim	TMEM126B	0.7882668375968933		0.18383333333333332	
slim	NFE2L2	0.745460033416748	0.649577796459198	0.28300000000000003	-0.03633333333333332
slim	HLA-A	0.6644178032875061		-0.016464285714285723	
